Date,Open,High,Low,Close,Adj Close,Volume
29-04-2015,5.5375,5.5925,5.5125,5.535,5.336301,19515600
30-04-2015,5.5075,5.5775,5.495,5.55,5.350762,21884400
01-05-2015,5.595,5.705,5.57,5.6875,5.483327,25696800
04-05-2015,5.6825,5.72,5.635,5.6525,5.449585,20072000
05-05-2015,5.6325,5.64,5.4825,5.5075,5.309789,29292800
06-05-2015,5.5375,5.59,5.4525,5.525,5.32666,31648400
07-05-2015,5.5025,5.64,5.485,5.6225,5.42066,53456400
08-05-2015,5.2525,5.46,5.1225,5.2075,5.020558,114655200
11-05-2015,5.135,5.21,5.095,5.1575,4.972353,54414400
12-05-2015,5.12,5.25,5.1175,5.2075,5.020558,38880000
13-05-2015,5.245,5.285,5.1875,5.2375,5.049481,30852400
14-05-2015,5.2525,5.35,5.24,5.3225,5.13143,29305200
15-05-2015,5.345,5.37,5.2925,5.325,5.133839,21582400
18-05-2015,5.3125,5.35,5.2875,5.3175,5.126609,32497200
19-05-2015,5.3,5.3175,5.25,5.26,5.094649,25380800
20-05-2015,5.2625,5.325,5.255,5.26,5.094649,19682400
21-05-2015,5.2625,5.285,5.2175,5.2225,5.058327,23969200
22-05-2015,5.235,5.255,5.2025,5.215,5.051062,21259200
26-05-2015,5.19,5.225,5.1425,5.1825,5.019582,25973200
27-05-2015,5.2175,5.485,5.2,5.46,5.288359,43233200
28-05-2015,5.46,5.5525,5.45,5.535,5.361002,32765600
29-05-2015,5.535,5.57,5.525,5.5325,5.358581,33516800
01-06-2015,5.5675,5.65,5.5325,5.595,5.419115,37266000
02-06-2015,5.56,5.59,5.48,5.485,5.312573,22430400
03-06-2015,5.5,5.5425,5.415,5.425,5.254459,25078800
04-06-2015,5.3925,5.54,5.3925,5.5225,5.348896,32371200
05-06-2015,5.505,5.59,5.4475,5.565,5.390059,31332000
08-06-2015,5.5475,5.585,5.375,5.4375,5.266567,34281200
09-06-2015,5.4425,5.505,5.4325,5.465,5.293202,25688800
10-06-2015,5.4,5.435,5.3375,5.3675,5.198767,52946000
11-06-2015,5.3675,5.4625,5.3675,5.425,5.254459,28305200
12-06-2015,5.39,5.4225,5.265,5.2775,5.111596,32372800
15-06-2015,5.25,5.2925,5.21,5.2675,5.101912,30654800
16-06-2015,5.2575,5.34,5.205,5.3325,5.164867,25689200
17-06-2015,5.33,5.425,5.3175,5.395,5.225403,23354400
18-06-2015,5.44,5.52,5.425,5.485,5.312573,29940400
19-06-2015,5.485,5.53,5.4175,5.4675,5.295625,35565600
22-06-2015,5.4775,5.5075,5.3625,5.445,5.273831,51423600
23-06-2015,5.455,5.4975,5.2625,5.305,5.138232,41406400
24-06-2015,5.2975,5.325,5.2275,5.2525,5.087383,25336800
25-06-2015,5.2525,5.325,5.2525,5.2925,5.126126,35046000
26-06-2015,5.25,5.255,5.1625,5.185,5.022003,42129600
29-06-2015,5.125,5.1775,5.0225,5.03,4.871877,39172400
30-06-2015,5.06,5.0825,4.9925,5.0275,4.869456,31591600
01-07-2015,5.1525,5.225,5.055,5.1,4.939678,30289200
02-07-2015,5.0975,5.1375,5.0725,5.105,4.94452,14576400
06-07-2015,5.0625,5.1325,5.005,5.0425,4.883984,21477600
07-07-2015,5.0125,5.0325,4.79,4.9475,4.791971,59425200
08-07-2015,4.92,4.95,4.8725,4.9125,4.75807,33249200
09-07-2015,4.99,5.0125,4.8225,4.8525,4.699957,35758800
10-07-2015,4.915,4.9825,4.9025,4.9375,4.782286,21670800
13-07-2015,4.9875,4.9975,4.9375,4.97,4.813762,21247200
14-07-2015,4.9775,4.9825,4.9075,4.9725,4.816186,24921600
15-07-2015,4.96,4.9925,4.8925,4.9375,4.782286,26573200
16-07-2015,4.9675,5.0475,4.95,5.0475,4.888827,28284800
17-07-2015,5.03,5.035,4.9525,5.0175,4.85977,22037200
20-07-2015,5.0175,5.0375,4.9125,4.925,4.770179,18841200
21-07-2015,4.915,5.0175,4.915,4.9475,4.791971,14972000
22-07-2015,4.9125,4.9125,4.7925,4.8525,4.699957,35647200
23-07-2015,4.8625,4.985,4.8525,4.9125,4.75807,16991600
24-07-2015,4.9475,4.9525,4.835,4.855,4.702379,18884400
27-07-2015,4.8125,4.8825,4.7725,4.8275,4.675743,19242000
28-07-2015,4.84,4.965,4.79,4.9325,4.777441,19830800
29-07-2015,4.9225,5.0325,4.9025,4.9925,4.835557,23268000
30-07-2015,4.98,5.055,4.98,5.005,4.847663,19018000
31-07-2015,5.025,5.0275,4.9575,4.9875,4.830713,21834000
03-08-2015,5.0275,5.0775,4.9625,5.0725,4.913041,39713200
04-08-2015,5.055,5.1075,5.035,5.0925,4.932413,26010000
05-08-2015,5.2175,5.2225,5.135,5.145,4.983262,23462800
06-08-2015,5.1325,5.17,5.0275,5.1125,4.951785,65567600
07-08-2015,5.615,5.8425,5.47,5.745,5.564401,140524800
10-08-2015,5.705,5.9875,5.67,5.945,5.758113,66230400
11-08-2015,5.8575,5.9725,5.8575,5.915,5.729055,43500800
12-08-2015,5.82,5.9725,5.82,5.93,5.743584,38404800
13-08-2015,5.9375,5.95,5.865,5.88,5.695157,27688400
14-08-2015,5.875,5.92,5.84,5.885,5.699999,21465200
17-08-2015,5.875,5.875,5.775,5.8475,5.663679,27388000
18-08-2015,5.805,5.845,5.725,5.77,5.612128,28708400
19-08-2015,5.7625,5.8275,5.685,5.7475,5.590242,24924800
20-08-2015,5.6825,5.71,5.5125,5.54,5.388421,42693200
21-08-2015,5.5,5.5925,5.3625,5.3675,5.22064,38266400
24-08-2015,5.0675,5.4575,5,5.1775,5.035841,68228400
25-08-2015,5.405,5.425,5.07,5.07,4.931282,62268400
26-08-2015,5.235,5.4575,5.195,5.4525,5.303317,61497600
27-08-2015,5.51,5.66,5.4775,5.6575,5.502707,46376400
28-08-2015,5.6575,5.7175,5.6175,5.6825,5.527022,32094400
31-08-2015,5.655,5.695,5.5975,5.62,5.466232,21935200
01-09-2015,5.4575,5.55,5.35,5.39,5.242526,35340800
02-09-2015,5.5375,5.555,5.445,5.5525,5.400579,34404400
03-09-2015,5.635,5.6625,5.5575,5.5675,5.415168,26255600
04-09-2015,5.4725,5.56,5.435,5.4375,5.288725,28797200
08-09-2015,5.57,5.6925,5.5475,5.67,5.514865,23844800
09-09-2015,5.6875,5.735,5.545,5.5575,5.405443,28939200
10-09-2015,5.525,5.715,5.5,5.645,5.490548,35707600
11-09-2015,5.5825,5.7,5.56,5.6625,5.50757,30158400
14-09-2015,5.69,5.7075,5.6425,5.6725,5.517296,19246000
15-09-2015,5.675,5.765,5.6575,5.735,5.578087,32797600
16-09-2015,5.725,5.8075,5.6825,5.775,5.616992,17350800
17-09-2015,5.875,5.9275,5.815,5.8275,5.668055,26871200
18-09-2015,5.7475,5.8725,5.7125,5.8225,5.663192,32641200
21-09-2015,5.83,5.895,5.8,5.8825,5.72155,28184000
22-09-2015,5.755,5.795,5.6925,5.7225,5.565927,22835600
23-09-2015,5.7275,5.785,5.705,5.75,5.592676,16163200
24-09-2015,5.715,5.92,5.625,5.86,5.699667,38244000
25-09-2015,5.9325,6.0175,5.845,5.9025,5.741003,36969200
28-09-2015,5.9025,5.94,5.7875,5.825,5.665624,39558400
29-09-2015,5.8875,5.9375,5.805,5.9275,5.765318,38073600
30-09-2015,5.9825,6.17,5.9475,6.1625,5.99389,55638000
01-10-2015,6.1625,6.18,5.8675,6.0425,5.877173,48929600
02-10-2015,6.01,6.2,5.9475,6.2,6.030362,38614400
05-10-2015,6.24,6.4325,6.2075,6.355,6.181122,48202400
06-10-2015,6.2875,6.465,6.2625,6.4375,6.261365,45321600
07-10-2015,6.4525,6.57,6.3475,6.505,6.327019,31015200
08-10-2015,6.4775,6.56,6.3675,6.5425,6.363492,46006800
09-10-2015,6.5075,6.57,6.395,6.5175,6.339177,42324800
12-10-2015,6.525,6.625,6.4775,6.5875,6.407261,22758800
13-10-2015,6.535,6.64,6.5125,6.6,6.419419,29844400
14-10-2015,6.6075,6.9475,6.6,6.84,6.652853,61214800
15-10-2015,6.8525,6.9975,6.7825,6.8575,6.669874,52604800
16-10-2015,6.88,7.03,6.8625,6.965,6.774433,44839600
19-10-2015,6.9875,7.02,6.8725,6.9525,6.762274,29471200
20-10-2015,6.9225,6.975,6.87,6.9425,6.752548,26482400
21-10-2015,6.985,7.0275,6.84,6.8525,6.66501,38628000
22-10-2015,6.9325,7.1225,6.9225,7.1,6.905739,30688400
23-10-2015,7.1625,7.195,7.055,7.1475,6.95194,38177600
26-10-2015,7.1525,7.17,7.05,7.115,6.920327,24743600
27-10-2015,7.08,7.155,7.075,7.11,6.915465,20826800
28-10-2015,7.155,7.1675,7.05,7.1675,6.971392,21703600
29-10-2015,7.0525,7.125,6.9075,6.92,6.730665,32716800
30-10-2015,6.995,7.1425,6.9425,7.0925,6.898445,30116000
02-11-2015,7.115,7.1825,7.0725,7.175,6.978687,19008800
03-11-2015,7.1325,7.1725,7.045,7.125,6.930054,37676800
04-11-2015,7.105,7.1575,6.975,7.0075,6.81577,44226400
05-11-2015,7.0425,7.0625,6.9075,6.9275,6.737958,47880000
06-11-2015,7.6125,7.985,7.455,7.8875,7.671693,117227200
09-11-2015,7.81,7.875,7.7425,7.8525,7.63765,49256800
10-11-2015,7.75,7.7925,7.5375,7.7025,7.491755,55226000
11-11-2015,7.7075,7.7625,7.6,7.6275,7.418806,61989600
12-11-2015,7.61,7.68,7.5675,7.6,7.392059,29108000
13-11-2015,7.6075,7.64,7.4125,7.45,7.246162,29294000
16-11-2015,7.5475,7.605,7.4875,7.6,7.392059,34428000
17-11-2015,7.62,7.665,7.5675,7.6,7.392059,25704800
18-11-2015,7.6025,7.7675,7.52,7.7575,7.5739,35021600
19-11-2015,7.785,7.8575,7.7225,7.78,7.595867,25407200
20-11-2015,7.8375,7.8925,7.79,7.8475,7.661769,23974400
23-11-2015,7.9125,7.9125,7.7025,7.73,7.547051,24255200
24-11-2015,7.73,7.86,7.695,7.7925,7.608072,19542800
25-11-2015,7.7775,7.87,7.755,7.7825,7.598309,13830000
27-11-2015,7.7975,7.8725,7.7575,7.8475,7.661769,8699600
30-11-2015,7.855,7.965,7.8475,7.93,7.742316,32724400
01-12-2015,8,8.195,7.9925,8.1875,7.993723,40949600
02-12-2015,8.2,8.285,8.1075,8.125,7.932704,29424000
03-12-2015,8.19,8.275,8.0675,8.1075,7.915617,24665600
04-12-2015,8.1075,8.4525,8.1075,8.4375,8.237808,45875600
07-12-2015,8.435,8.435,8.2525,8.2775,8.081593,33358800
08-12-2015,8.175,8.425,8.1225,8.39,8.191432,31448800
09-12-2015,8.3875,8.4375,8.0925,8.1775,7.98396,37267600
10-12-2015,8.2025,8.29,8.175,8.245,8.049862,23659600
11-12-2015,8.1625,8.22,8.105,8.1225,7.930258,22732000
14-12-2015,8.13,8.1875,8.045,8.1425,7.949789,27589200
15-12-2015,8.235,8.3,8.19,8.2425,8.047423,30729600
16-12-2015,8.26,8.32,8.1875,8.2925,8.096237,23635600
17-12-2015,8.305,8.39,8.1625,8.1675,7.974195,25416000
18-12-2015,8.11,8.1925,8.025,8.035,7.844832,39589600
21-12-2015,8.1225,8.2325,8.05,8.225,8.030335,28421600
22-12-2015,8.25,8.315,8.1825,8.2325,8.037659,13001200
23-12-2015,8.245,8.2975,8.23,8.265,8.069388,12252400
24-12-2015,8.24,8.3125,8.2275,8.2925,8.096237,5244800
28-12-2015,8.205,8.285,8.09,8.285,8.088915,14202400
29-12-2015,8.29,8.445,8.2675,8.42,8.220722,20366000
30-12-2015,8.4125,8.485,8.345,8.3475,8.149936,18034400
31-12-2015,8.335,8.3725,8.24,8.24,8.044978,14852800
04-01-2016,8.0725,8.145,8.01,8.0925,7.900971,35807600
05-01-2016,8.245,8.36,8.125,8.2225,8.027895,49027200
06-01-2016,8.0875,8.125,7.79,7.8825,7.695941,44934400
07-01-2016,7.685,7.7375,7.47,7.57,7.39084,64530400
08-01-2016,7.6675,7.675,7.3925,7.4075,7.232183,39847200
11-01-2016,7.415,7.4725,7.2875,7.42,7.244389,40937200
12-01-2016,7.5525,7.655,7.4925,7.545,7.366429,46935600
13-01-2016,7.6025,7.6525,7.3075,7.315,7.141873,48167200
14-01-2016,7.165,7.25,6.955,7.1675,6.997864,60023600
15-01-2016,6.88,6.9625,6.66,6.7775,6.617094,84145200
19-01-2016,6.9175,7.1125,6.805,6.8325,6.670793,45714000
20-01-2016,6.7025,6.9575,6.6125,6.87,6.707404,48118000
21-01-2016,6.945,7.0575,6.8025,6.95,6.785511,48145600
22-01-2016,7.0825,7.16,7.0675,7.1125,6.944166,25799600
25-01-2016,7.11,7.1925,7.09,7.105,6.936842,27072800
26-01-2016,7.12,7.205,7.0475,7.175,7.005187,22794400
27-01-2016,7.165,7.1875,6.955,7.09,6.922198,23170000
28-01-2016,7.1475,7.1725,6.875,7.0125,6.846533,27677600
29-01-2016,7.0725,7.3375,7.045,7.3225,7.149197,31050400
01-02-2016,7.315,7.3625,7.2525,7.325,7.151637,28988400
02-02-2016,7.25,7.2875,6.965,7.015,6.848972,34190800
03-02-2016,7.07,7.1125,6.8875,7.05,6.883144,32677200
04-02-2016,7.06,7.2125,6.9825,7.0525,6.885585,34814000
05-02-2016,7.005,7.0825,6.5875,6.6075,6.451117,60042800
08-02-2016,6.5075,6.54,6.2125,6.305,6.155777,60885200
09-02-2016,6.23,6.6375,6.2,6.3725,6.22168,42537200
10-02-2016,6.4125,6.5975,6.3225,6.3575,6.207034,33580000
11-02-2016,6.195,6.39,6.195,6.325,6.175303,34014400
12-02-2016,6.425,6.445,6.1875,6.4325,6.280259,34081600
16-02-2016,6.525,6.7575,6.505,6.7475,6.587804,48535200
17-02-2016,6.8325,6.98,6.805,6.915,6.751341,77146800
18-02-2016,7.4825,7.745,7.475,7.51,7.332258,106866000
19-02-2016,7.47,7.6775,7.4125,7.61,7.429892,52562800
22-02-2016,7.72,7.9675,7.705,7.88,7.693501,44966800
23-02-2016,7.8175,7.975,7.78,7.9,7.713028,36938000
24-02-2016,7.8675,7.9675,7.65,7.955,7.766727,33685200
25-02-2016,7.985,8.0125,7.83,7.9725,7.783811,34961600
26-02-2016,8.01,8.03,7.84,7.92,7.732553,36196400
29-02-2016,7.9025,8.005,7.835,7.84,7.682334,32334400
01-03-2016,7.86,8.1875,7.8475,8.1875,8.022846,34870000
02-03-2016,8.1425,8.265,8.1275,8.235,8.069389,23381200
03-03-2016,8.225,8.26,8.0525,8.1625,7.998347,30200400
04-03-2016,8.225,8.2325,8.075,8.1375,7.973851,17530400
07-03-2016,8.0925,8.1475,7.98,8.085,7.922409,23996800
08-03-2016,8.0025,8.05,7.9125,7.9375,7.777874,27494000
09-03-2016,8.0075,8.02,7.83,7.9325,7.772974,22278800
10-03-2016,7.98,8.025,7.76,7.92,7.760726,28608400
11-03-2016,8.0375,8.0575,7.9425,8.055,7.893012,27740000
14-03-2016,8.0175,8.1075,7.98,8.075,7.912606,19031200
15-03-2016,8.0325,8.085,7.8925,8.035,7.873414,22621600
16-03-2016,7.975,8.3025,7.9375,8.275,8.108588,36364400
17-03-2016,8.245,8.285,8.0925,8.205,8.039995,35368000
18-03-2016,8.3025,8.5625,8.25,8.4525,8.282517,54551200
21-03-2016,8.3775,8.48,8.2875,8.4775,8.307014,33778000
22-03-2016,8.45,8.5225,8.3575,8.4625,8.292315,24201200
23-03-2016,8.5,8.67,8.4625,8.6075,8.434401,42900800
24-03-2016,8.53,8.635,8.5025,8.62,8.446645,24495600
28-03-2016,8.605,8.745,8.595,8.7075,8.532391,26538800
29-03-2016,8.67,8.8675,8.65,8.8475,8.669574,26181200
30-03-2016,8.88,9.0625,8.875,8.94,8.760211,37670000
31-03-2016,8.98,9,8.8375,8.9075,8.728368,37988400
01-04-2016,8.8525,9.0425,8.785,9.0375,8.855755,34829200
04-04-2016,9.1125,9.16,8.915,8.95,8.770012,39394000
05-04-2016,8.87,9.02,8.835,8.9375,8.757762,33956800
06-04-2016,8.825,8.955,8.6575,8.95,8.770012,45337600
07-04-2016,8.8925,8.9725,8.82,8.8575,8.679371,37810400
08-04-2016,8.93,8.9875,8.8275,8.915,8.735717,25593600
11-04-2016,8.9675,9.1175,8.94,8.97,8.789612,38752400
12-04-2016,9,9.0125,8.785,8.96,8.779811,29276400
13-04-2016,9,9.1875,9,9.185,9.000287,35071600
14-04-2016,9.16,9.25,9.1225,9.21,9.024782,41656400
15-04-2016,9.2075,9.365,9.1775,9.2825,9.095826,43697200
18-04-2016,9.265,9.265,9.1525,9.2425,9.056631,30732000
19-04-2016,9.2775,9.295,9.02,9.0775,8.894949,30915200
20-04-2016,9.0625,9.1675,9.0525,9.1125,8.929243,20017200
21-04-2016,9.115,9.1575,9.0625,9.1025,8.919444,17828000
22-04-2016,9.1325,9.195,9.0375,9.0675,8.885147,22354000
25-04-2016,9.07,9.1625,9.045,9.1125,8.929243,19197200
26-04-2016,9.1675,9.2725,9.08,9.12,8.936592,21453600
27-04-2016,9.0975,9.3325,9.08,9.3275,9.139923,35239600
28-04-2016,9.27,9.325,9.0275,9.05,8.868002,38122400
29-04-2016,9.0125,9.0325,8.785,8.8825,8.703869,32190400
02-05-2016,8.9675,9.055,8.925,9,8.819006,25607600
03-05-2016,8.8975,8.935,8.815,8.8925,8.713671,22402400
